,general_genre,book_status,genre,title,author,ratting,total_ratting,kindle_price,audiobook_price,hardcover_price,paperback_price,audioplayer_price,board_book_price,publication_date,file_size,publisher,word_wise,print_length,language,asin,text_to_speach,enhanced_typesetting,x_ray,lending,simultaneous_device_usage,screen_reader,book_content,book_link
23,Business and leadership,,Politics & Social Sciences,"Arguing with Zombies: Economics, Politics, and the Fight for a Better Future",Paul Krugman,4.5,620,14.99,0.0,20.49,17.95,0,0.0,20200128,3533,W. W. Norton & Company; Illustrated edition,Enabled,460,English,B07TL1WCCM,Enabled,Enabled,Enabled,Not Enabled,,,"A New York Times Bestseller



An accessible, compelling introduction to today’s major policy issues from the New York Times columnist, best-selling author, and Nobel prize–winning economist Paul Krugman.

There is no better guide than Paul Krugman to basic economics, the ideas that animate much of our public policy. Likewise, there is no stronger foe of zombie economics, the misunderstandings that just won’t die.

In Arguing with Zombies, Krugman tackles many of these misunderstandings, taking stock of where the United States has come from and where it’s headed in a series of concise, digestible chapters. Drawn mainly from his popular New York Times column, they cover a wide range of issues, organized thematically and framed in the context of a wider debate. Explaining the complexities of health care, housing bubbles, tax reform, Social Security, and so much more with unrivaled clarity and precision, Arguing with Zombies is Krugman at the height of his powers.

Arguing with Zombies puts Krugman at the front of the debate in the 2020 election year and is an indispensable guide to two decades’ worth of political and economic discourse in the United States and around the globe. With quick, vivid sketches, Krugman turns his readers into intelligent consumers of the daily news and hands them the keys to unlock the concepts behind the greatest economic policy issues of our time. In doing so, he delivers an instant classic that can serve as a reference point for this and future generations.",https://www.amazon.com/Arguing-Zombies-Economics-Politics-Better-ebook/dp/B07TL1WCCM/ref=lp_5522561011_1_8?s=books&ie=UTF8&qid=1605122975&sr=1-8
24,Business and leadership,,Business & Money,Designing Your Work Life: How to Thrive and Change and Find Happiness at Work,Bill Burnett,4.6,104,14.99,0.0,15.89,19.42,0,0.0,20200225,12367,Knopf,Enabled,304,English,B07ZC8SK83,Enabled,Not Enabled,Enabled,Not Enabled,,,"When Designing Your Life was published in 2016, Stanford’s Bill Burnett and Dave Evans taught readers how to use design thinking to build meaningful, fulfilling lives (“Life has questions. They have answers.” –The New York Times). The book struck a chord, becoming an instant #1 New York Times bestseller. Now, in DESIGNING YOUR WORK LIFE: How to Thrive and Change and Find Happiness at Work they apply that transformative thinking to the place we spend more time than anywhere else: work.
 
DESIGNING YOUR WORK LIFE teaches readers how to create the job they want—without necessarily leaving the job they already have.
 
“Increasingly, it’s up to workers to define their own happiness and success in this ever-moving landscape,” they write, and chapter by chapter, they demonstrate how to build positive change, wherever you are in your career. Whether you want to stay in your job and make it a more meaningful experience, or if you decide it’s time to move on, Evans and Burnett show you how to visualize and build a work-life that is productive, engaged, meaningful, and more fun.",https://www.amazon.com/Designing-Your-Work-Life-Happiness-ebook/dp/B07ZC8SK83/ref=lp_5522561011_1_9?s=books&ie=UTF8&qid=1605122975&sr=1-9
25,Business and leadership,,Business & Money,Leadership Is Language: The Hidden Power of What You Say--and What You Don't,L. David Marquet,4.6,238,14.53,0.0,15.29,20.28,0,0.0,20200204,2750,Portfolio,Enabled,350,English,B07L2KL5XV,Enabled,Enabled,Enabled,Not Enabled,,,"Wall Street Journal Bestseller

From the acclaimed author of Turn the Ship Around!, former US Navy Captain David Marquet, comes a radical new playbook for empowering your team to make better decisions and take greater ownership.

You might imagine that an effective leader is someone who makes quick, intelligent decisions, gives inspiring speeches, and issues clear orders to their team so they can execute a plan to achieve your organization's goals. Unfortunately, David Marquet argues, that's an outdated model of leadership that just doesn't work anymore.

As a leader in today's networked, information-dense business climate, you don't have full visibility into your organization or the ground reality of your operating environment. In order to harness the eyes, ears, and minds of your people, you need to foster a climate of collaborative experimentation that encourages people to speak up when they notice problems and work together to identify and test solutions.

Too many leaders fall in love with the sound of their own voice, and wind up dictating plans and digging in their heels when problems begin to emerge. Even when you want to be a more collaborative leader, you can undermine your own efforts by defaulting to command-and-control language we've inherited from the industrial era.

It's time to ditch the industrial age playbook of leadership. In Leadership is Language, you'll learn how choosing your words can dramatically improve decision-making and execution on your team. Marquet outlines six plays for all leaders, anchored in how you use language:

  •  Control the clock, don't obey the clock: Pre-plan decision points and give your people the tools they need to hit pause on a plan of action if they notice something wrong.
  •  Collaborate, don't coerce: As the leader, you should be the last one to offer your opinion. Rather than locking your team into binary responses (""Is this a good plan?""), allow them to answer on a scale (""How confident are you about this plan?"")
  •  Commit, don't comply: Rather than expect your team to comply with specific directions, explain your overall goals, and get their commitment to achieving it one piece at a time.
  •  Complete, not continue: If every day feels like a repetition of the last, you're doing something wrong. Articulate concrete plans with a start and end date to align your team.
  •  Improve, don't prove: Ask your people to improve on plans and processes, rather than prove that they can meet fixed goals or deadlines. You'll face fewer cut corners and better long-term results.
  •  Connect, don't conform: Flatten hierarchies in your organization and connect with your people to encourage them to contribute to decision-making.

In his last book, Turn the Ship Around!, Marquet told the incredible story of abandoning command-and-control leadership on his submarine and empowering his crew to turn the worst performing submarine to the best performer in the fleet. Now, with Leadership is Language he gives businesspeople the tools they need to achieve such transformational leadership in their organizations.",https://www.amazon.com/Leadership-Language-Hidden-Power-Say-ebook/dp/B07L2KL5XV/ref=lp_5522561011_1_10?s=books&ie=UTF8&qid=1605122975&sr=1-10
26,Business and leadership,,Politics & Social Sciences,Very Important People: Status and Beauty in the Global Party Circuit,Ashley Mears,4.2,66,18.87,0.0,29.95,0.0,0,0.0,20200526,4507,Princeton University Press; Illustrated edition,Enabled,310,English,B0824B49LS,Enabled,Enabled,Enabled,Not Enabled,,,"A sociologist and former fashion model takes readers inside the elite global party circuit of ""models and bottles"" to reveal how beautiful young women are used to boost the status of men

Million-dollar birthday parties, megayachts on the French Riviera, and $40,000 bottles of champagne. In today's New Gilded Age, the world's moneyed classes have taken conspicuous consumption to new extremes. In Very Important People, sociologist, author, and former fashion model Ashley Mears takes readers inside the exclusive global nightclub and party circuit—from New York City and the Hamptons to Miami and Saint-Tropez—to reveal the intricate economy of beauty, status, and money that lies behind these spectacular displays of wealth and leisure.

Mears spent eighteen months in this world of ""models and bottles"" to write this captivating, sometimes funny, sometimes heartbreaking narrative. She describes how clubs and restaurants pay promoters to recruit beautiful young women to their venues in order to attract men and get them to spend huge sums in the ritual of bottle service. These ""girls"" enhance the status of the men and enrich club owners, exchanging their bodily capital for as little as free drinks and a chance to party with men who are rich or aspire to be. Though they are priceless assets in the party circuit, these women are regarded as worthless as long-term relationship prospects, and their bodies are constantly assessed against men's money.

A story of extreme gender inequality in a seductive world, Very Important People unveils troubling realities behind moneyed leisure in an age of record economic disparity.",https://www.amazon.com/Very-Important-People-Status-Circuit-ebook/dp/B0824B49LS/ref=lp_5522561011_1_11?s=books&ie=UTF8&qid=1605122975&sr=1-11
27,Business and leadership,,Arts & Photography,"This is Not a Fashion Story: Taking Chances, Breaking Rules, and Being a Boss in the Big City",Danielle Bernstein,3.9,997,10.99,0.0,15.95,0.0,0,0.0,20200512,1314,Vertel Publishing; Kindle edition,Enabled,256,English,B07Z7FP733,Enabled,Enabled,Enabled,Not Enabled,,Supported,"New York Times Bestseller

""We Wore What's Danielle Bernstein Is Giving Us the Modern-Day Sex and the City With New Memoir""—E!

A revealing (in more ways than one) tell-all from Long Island girl-turned-international fashion influencer, designer, CEO, and tech entrepreneur Danielle Bernstein, the creative genius behind the hit style platform @WeWoreWhat.
Danielle Bernstein spent her youth shopping at discount department stores, getting boozy in suburban backyards and proposing marriage to every boy she dated. By age nineteen, she was a college dropout living in a West Village shoebox with three roommates and only six months to prove that her blog, @WeWoreWhat, could become a full blown career&hellip; or else board the train back to her mom's house.

Flash forward ten years. Danielle is more than a famed influencer with over two million followers. She's also a bonafide business woman—a CEO, tech founder and fashion designer whose living a dream lifestyle that includes all-expense-paid luxury travel to Paris and Positano, skipping the velvet rope, and controlling her own destiny.

Despite these successes, Danielle has never been your typical play-by-the-rules fashionista. She disrupted the fashion industry using her own playbook—one that she's finally ready to share with you, her readers.

This Is Not A Fashion Story is the down and dirty tale of how a Long Island-born teenager became one of the most recognizable names in fashion. It's a story that proves success isn't about a college degree or how rich your parents are. It's about trusting your gut, knowing when to take risks and fighting to get what you want in life, love and business. But above all it's the story of how a young girl made in the concrete jungle that is New York City—and how you can too.",https://www.amazon.com/This-Not-Fashion-Story-Breaking-ebook/dp/B07Z7FP733/ref=lp_5522561011_1_12?s=books&ie=UTF8&qid=1605122975&sr=1-12
28,Business and leadership,,Politics & Social Sciences,The Velvet Rope Economy: How Inequality Became Big Business,Nelson D. Schwartz,4.6,112,14.99,0.0,15.99,16.99,0,0.0,20200303,940,Doubleday,Enabled,317,English,B07SWXHFNJ,Enabled,Enabled,Enabled,Not Enabled,,,"From New York Times business reporter Nelson D. Schwartz comes a gripping investigation of how a virtual velvet rope divides Americans in every arena of life, creating a friction-free existence for those with money on one side and a Darwinian struggle for the middle class on the other side.

In nearly every realm of daily life--from health care to education, highways to home security--there is an invisible velvet rope that divides how Americans live. On one side of the rope, for a price, red tape is cut, lines are jumped, appointments are secured, and doors are opened. On the other side, middle- and working-class Americans fight to find an empty seat on the plane, a place in line with their kids at the amusement park, a college acceptance, or a hospital bed.
     We are all aware of the gap between the rich and everyone else, but when we weren't looking, business innovators stepped in to exploit it, shifting services away from the masses and finding new ways to profit by serving the privileged. And as decision-makers and corporate leaders increasingly live on the friction-free side of the velvet rope, they are less inclined to change--or even notice--the obstacles everyone else must contend with. Schwartz's ""must read"" book takes us on a behind-the-scenes tour of this new reality and shows the toll the velvet rope divide takes on society.",https://www.amazon.com/Velvet-Rope-Economy-Inequality-Business/dp/0385543085/ref=sr_1_17?dchild=1&qid=1605122975&s=books&sr=1-17
29,Business and leadership,,Business & Money,The Passion Economy: Nine Rules for Thriving in the Twenty-First Century,Adam Davidson,4.7,33,13.99,0.0,18.8,0.0,0,0.0,20200107,1066,Vintage,Enabled,305,English,B07QDK4MM7,Enabled,Enabled,Enabled,Not Enabled,,,"The brilliant creator of NPR's Planet Money podcast and award-winning New Yorker staff writer explains our current economy: laying out its internal logic and revealing the transformative hope it offers for millions of people to thrive as they never have before.

Contrary to what you may have heard, the middle class is not dying and robots are not stealing our jobs. In fact, writes Adam Davidson--one of our leading public voices on economic issues-- the twenty-first-century economic paradigm offers new ways of making money, fresh paths toward professional fulfillment, and unprecedented opportunities for curious, ambitious individuals to combine the things they love with their careers. Drawing on the stories of average people doing exactly this--a dissatisfied accountant overturning his industry, a zealous father creating a better chocolate bar for his children, a family of craftsmen meeting the technological needs of Amish farmers--as well as the latest academic research, Davidson demonstrates how the twentieth-century economy of scale has given way in this century to an economy of passion. He makes clear, too, that though the adjustment has brought measures of dislocation, confusion, and even panic, these are most often the result of a lack of understanding. In The Passion Economy, he delineates the ground rules of the new economy, and armed with these, we begin to see how we can succeed in it according to its own terms--intimacy, insight, attention, automation, and, of course, passion. An indispensable road map and a refreshingly optimistic take on our economic future.",https://www.amazon.com/Passion-Economy-Thriving-Twenty-First-Century/dp/0385353529/ref=sr_1_18?dchild=1&qid=1605122975&s=books&sr=1-18
30,Business and leadership,,Politics & Social Sciences,Economic Dignity,Gene B. Sperling,4.4,50,15.99,0.0,20.99,18.0,0,0.0,20200505,1136,Penguin Press,Enabled,382,English,B081Y19K4V,Enabled,Enabled,Enabled,Not Enabled,,,"“A timely and important new book…It should be our North Star for the recovery and beyond.” -Hillary Clinton

From one of our wisest and most influential economic thinkers, the only person to serve as Director of the National Economic Council under two Presidents, a profound big-picture vision of why the promotion of dignity should be the singular end goal by which we chart America's economic future

When Gene Sperling was in charge of coordinating the shaping and execution of the US government's economic policy in the Obama White House, he found himself surprised and dismayed when serious people in Washington worried out loud to him that the Obama focus on health care was a distraction because it was ""not focused on the economy."" How, he asked, was millions of Americans' fear that they were a single pink slip or a loved one's serious illness away from financial ruin somehow not considered an economic issue? To him, it was just one more example of a more profound truth he witnessed in his many years in our national economic debate: that when it comes to America's economic policy, there is too little focus on what the end goal should be.

Too often, he found that our economic debate confused ends and means; that we measured economic success by metrics like GDP instead of whether the economy was succeeding in lifting up the sense of meaning, purpose, fulfillment, and security of people. Too often, he found debates framed by old divisions or pro-market ideology that increasingly failed to capture whether economic policy was fostering exploitation, economic insecurity, and disillusionment that were too often invisible within our current framework. Now more than ever, at a moment when the very capacity of modern capitalism to avoid accelerating inequality, a hollowed-out middle class, and structural poverty is being questioned, we need to step back and reflect on our ultimate goals.

Economic Dignity is Sperling's effort to do just that - to frame our thinking about the way forward in a time of wrenching economic change. His argument combines moral and intellectual seriousness with actual high-level policy experience. Economic dignity, Sperling maintains, can be seen as resting on three pillars. The first: the capacity to care for family without economic deprivation denying people the capacity to experience its greatest joys - the birth of one's children, the companionship of a loving partner, the love of family and friends, the fulfillment that comes from providing. The second: the right to the pursuit of potential and purpose, including the right to first and second chances - the right to a life of active striving. The third: economic participation with respect and without domination and humiliation. All three pillars are rooted in the highest and most noble values of the American project. But getting there is the rub, and in Economic Dignity, Sperling offers paths that policymakers and citizens can follow for years to come. As he puts it, if you live in times when major steps forward are needed, it is important to be clear on your destination - or at least to know the North Star that is guiding you. His answer, in two words, is economic dignity.",https://www.amazon.com/Economic-Dignity-Gene-Sperling/dp/1984879871/ref=sr_1_19?dchild=1&qid=1605122975&s=books&sr=1-19
31,Business and leadership,,Politics & Social Sciences,More than Ready: Be Strong and Be You . . . and Other Lessons for Women of Color on the Rise,Cecilia Muñoz,4.9,43,16.99,0.0,20.99,0.0,0,0.0,20200407,1942,Seal Press,Enabled,225,English,B07W3SSQ62,Enabled,Enabled,Not Enabled,Not Enabled,,Supported,"Advice and inspiration for women of color seeking new heights of influence, from the ""incredible"" top Latinx advisor to President Obama (Jennifer Palmieri, author of Dear Madam President).
Women of color today are contributing to an unprecedented wave of ""firsts""-whether they are the first in a family to attend college, the first to serve as CEO of a Fortune 500 company, or the first in public office, women of color are reaching new heights of influence.

Cecilia Muñoz was a first, too, and she knows what it means to make her way without exemplars to follow. The first Latinx to lead the White House Domestic Policy Council, Muñoz draws lessons from the challenges she faced as the senior Hispanic person in the Obama White House and as a longtime powerful voice in the Civil Rights Movement. She shares her insights, along with those of some extraordinary women of color she met along the way, as an offering of inspiration to women of color who are no longer willing to be invisible or left behind.

Full of invaluable lessons about working through fear, facing down detractors, and leading with kindness, Muñoz provides the thoughtful insight and tactical tools women of color need to be successful-without compromising who they are.",https://www.amazon.com/More-than-Ready-Strong-Lessons/dp/1580059481/ref=sr_1_20?dchild=1&qid=1605122975&s=books&sr=1-20
32,Children's books,,Children's eBooks,The One and Only Bob (One and Only Ivan),Katherine A. Applegate,4.8,3504,10.99,0.0,12.78,9.65,0,0.0,20200505,11739,HarperCollins; Illustrated edition,Enabled,352,English,B07Z3T5Q9Z,Enabled,Enabled,Enabled,Not Enabled,,Supported,"A #1 New York Times bestseller!
Return to the unforgettable world of the Newbery Medal-winning and #1 New York Times bestselling novel The One and Only Ivan (soon to be a major motion picture!) in this incredible sequel, starring Ivan’s friend Bob!
Bob sets out on a dangerous journey in search of his long-lost sister with the help of his two best friends, Ivan and Ruby. As a hurricane approaches and time is running out, Bob finds courage he never knew he had and learns the true meaning of friendship and family.
Bob, Ivan, and Ruby have touched the hearts of millions of readers, and their story isn’t over yet. Catch up with these beloved friends before the star-studded film adaptation of The One and Only Ivan hits theaters in August 2020!
One and Only Bob is an instant #1 New York Times bestseller, embraced by new and old fans of Katherine Applegate's beloved One and Only Ivan. Great for summer reading or anytime! A Today show pick for “25 children’s books your kids and teens won’t be able to put down this summer!""",https://www.amazon.com/One-Only-Bob-Ivan/dp/0062991310/ref=lp_5522569011_1_1?s=books&ie=UTF8&qid=1605122987&sr=1-1
33,Children's books,,Children's eBooks,"Tiny T. Rex and the Very Dark Dark: (Read-Aloud Family Books, Dinosaurs Kids Book About Fear of Darkness)",Jonathan Stutzman,4.7,423,8.99,0.0,11.18,0.0,0,0.0,20200303,7893,Chronicle Books LLC; Illustrated edition,Not Enabled,48,English,B07XHPBV1W,Not enabled,Not Enabled,Not Enabled,Enabled,,,"The adorable and indomitable Tiny T. Rex from the critically acclaimed Tiny T. Rex and The Impossible Hug is back in a tale about friendship and overcoming your fears.

Tiny T. Rex and his friend Pointy are having a campout in the backyard! It is what best friends do. But without their nighty-lights, the dark outside suddenly seems VERY dark . . . and very full of spooky things. Good thing Tiny has a super-secret plan to keep the dark at bay! Full of warmth and plenty of laughs, this new adventure starring Tiny T. Rex shows that friends will always find a way to face their fears together—even when those fears are not what they seem!

• A great read-aloud book for parents and children
• Hip, colorful art and delightful text make Tiny T. Rex an instant favorite of any dinosaur-loving toddler.
• A perfect book to help toddlers and children overcome a fear of the dark

Fans of silly picture books like Dinosaur vs Bedtime, We Don't Eat Our Classmates, and Llama Destroys the World will love the sweet spirit and continuing adventures of Tiny T. Rex.

Meet Tiny T-Rex! He may be a small dino in a BIG world, but that won't stop him from making friends, conquering his fears, and stomping his way into your heart.

• Read-aloud books for ages 3–5
• Dinosaur picture books for kids
• Friendship books for toddlers",https://www.amazon.com/Tiny-Rex-Very-Dark-Read-Aloud/dp/1452170347/ref=lp_5522569011_1_2?s=books&ie=UTF8&qid=1605122987&sr=1-2
34,Children's books,,Children's eBooks,Antiracist Baby,Ibram X. Kendi,4.5,3725,6.64,0.0,8.08,0.0,0,6.99,20200616,13360,Kokila,Not Enabled,24,English,B07YJW445R,Not enabled,Not Enabled,Not Enabled,Not Enabled,,,"A #1 New York Times Bestseller!
Featured in its own episode in the Netflix original show Bookmarks: Celebrating Black Voices!
Featured on Good Morning America, NPR's Morning Edition, CBS This Morning, and more!

From the National Book Award-winning author of Stamped from the Beginning and How to Be an Antiracist comes a fresh new board book that empowers parents and children to uproot racism in our society and in ourselves.

Take your first steps with Antiracist Baby! Or rather, follow Antiracist Baby's nine easy steps for building a more equitable world.

With bold art and thoughtful yet playful text, Antiracist Baby introduces the youngest readers and the grown-ups in their lives to the concept and power of antiracism. Providing the language necessary to begin critical conversations at the earliest age, Antiracist Baby is the perfect gift for readers of all ages dedicated to forming a just society.",https://www.amazon.com/AntiRacist-Baby-Ibram-X-Kendi/dp/0593110412/ref=lp_5522569011_1_3?s=books&ie=UTF8&qid=1605122987&sr=1-3
35,Children's books,,Children's eBooks,You Matter,Christian Robinson,4.8,646,10.99,0.0,11.79,0.0,0,0.0,20200602,20583,Atheneum Books for Young Readers; Illustrated edition,Not Enabled,40,English,B07Z45GJGX,Not enabled,Not Enabled,Not Enabled,Not Enabled,,,"A New York Times bestseller!

They All Saw a Cat meets The Important Book in this sensitive and impactful picture book about seeing the world from different points of view by Caldecott and Coretta Scott King Honoree Christian Robinson.

In this full, bright, and beautiful picture book, many different perspectives around the world are deftly and empathetically explored—from a pair of bird-watchers to the pigeons they’re feeding. Young readers will be drawn into the luminous illustrations inviting them to engage with the world in a new way and see how everyone is connected, and that everyone matters.",https://www.amazon.com/You-Matter-Christian-Robinson/dp/1534421696/ref=lp_5522569011_1_4?s=books&ie=UTF8&qid=1605122987&sr=1-4
36,Children's books,,Children's eBooks,InvestiGators,John Green,4.8,683,6.74,0.0,8.0,0.0,0,0.0,20200225,175062,First Second; Illustrated edition,Not Enabled,208,English,B083RSH936,Not enabled,Not Enabled,Not Enabled,Not Enabled,,,"John Patrick Green's goofy graphic novel series follows the super spy alligator duo the InvestiGators as they travel through the sewers and fight the forces of evil.

MANGO and BRASH are the INVESTIGATORS:
sewer-loving agents of S.U.I.T.* and scourge of supervillains everywhere!

With their Very Exciting Spy Technology and their tried-and-true, toilet-based travel techniques, the InvestiGators are undercover and on the case! And on their first mission together, they have not one but two mysteries to solve! Can Mango and Brash uncover the clues, crack their cases, and corral the crooks—or will the criminals wriggle out of their grasp?

*Special Undercover Investigation Teams",https://www.amazon.com/InvestiGators-John-Patrick-Green/dp/1250219957/ref=lp_5522569011_1_5?s=books&ie=UTF8&qid=1605122987&sr=1-5
37,Children's books,,Children's eBooks,Be You!,Peter Reynolds,4.9,682,10.99,0.0,13.74,16.99,0,0.0,20200303,51069,Orchard Books,Not Enabled,32,English,B07VLJ396R,Not enabled,Not Enabled,Not Enabled,Enabled,,,"Be curious...
Be adventurous...
Be brave...
BE YOU!

Discover a joyful reminder of the ways that every child is unique and special, from the beloved creator of The Dot, Happy Dreamer, and New York Times bestseller, The Word Collector. Here, Reynolds reminds readers to ""be your own work of art."" To be patient, persistent, and true. Because there is one, and only one, YOU.


In the tradition of books like Oh, the Places You'll Go! and I Wish You More comes a wholly original, inspirational celebration of individuality as only Peter H. Reynolds can create!",https://www.amazon.com/Be-You-Peter-H-Reynolds/dp/1338572318/ref=lp_5522569011_1_6?s=books&ie=UTF8&qid=1605122987&sr=1-6
38,Children's books,,Children's eBooks,Our Friend Hedgehog: The Story of Us,Lauren Castillo,4.8,58,9.99,0.0,11.43,0.0,0,0.0,20200505,134337,Knopf Books for Young Readers,Enabled,122,English,B07ZC6Z3Q4,Enabled,Enabled,Not Enabled,Not Enabled,,Supported,"From a Caldecott Honor-winning artist comes a cozy classic-in-the-making about finding your friends and sticking together through thick and thin.

""Our Friend Hedgehog feels like a modern-day Winnie the Pooh. It's so warm and full of joy and love. It's got classic written all over it."" --Victoria Jamieson, Newbery Honor-winning author of Roller Girl

Sometimes you make a friend,
and it feels like you have known that friend your entire life. . . .

Hedgehog lives on a teeny-tiny island with only her stuffed dog, Mutty, for company. When a great storm carries Mutty away, she embarks on a quest to find her friend. Following the trail of clues Mutty left behind, brave Hedgehog meets a wiggly Mole, a wordy Owl, a curmudgeonly Beaver, a scatterbrained Hen and Chicks, and a girl who's new to the neighborhood, Annika May. With bravery and teamwork, there's nothing that can stop these seven from finding Mutty, but along the way they discover something even more important: each other.

The first book in a new series from Caldecott Honor winner Lauren Castillo, Our Friend Hedgehog: The Story of Us has the feel of a timeless classic, introducing an unforgettable cast of characters who will star in many more adventures to come.",https://www.amazon.com/Our-Friend-Hedgehog-Story-Us/dp/1524766712/ref=lp_5522569011_1_7?s=books&ie=UTF8&qid=1605122987&sr=1-7
39,Children's books,,Children's eBooks,Echo Mountain,Lauren Wolk,4.7,311,10.99,0.0,14.47,0.0,0,0.0,20200421,4861,Dutton Books for Young Readers,Enabled,367,English,B07Y7ND76W,Enabled,Enabled,Enabled,Not Enabled,,,"“Soothing and exquisitely written.” –People

“Surely there has never been a better time to read about healing, of both the body and the heart.” –The New York Times Book Review

“A supple tale of struggle, ingenuity and the restorative power of generosity even in bitter times. This is a book that will soothe readers like a healing balm.” –The Wall Street Journal

“Brilliant.” –Lynda Mullaly Hunt, bestselling author of Fish in a Tree

When the Great Depression takes almost everything they own, Ellie’s family is forced to leave their home in town and start over in the untamed forests of nearby Echo Mountain. Ellie has found a welcome freedom, and a love of the natural world, in her new life on the mountain. But there is little joy, even for Ellie, as her family struggles with the aftermath of an accident that has left her father in a coma. An accident unfairly blamed on Ellie.
 
Determined to help her father, Ellie will make her way to the top of the mountain in search of the healing secrets of a woman known only as “the hag.” But the hag, and the mountain, still have many untold stories left to reveal and, with them, a fresh chance at happiness.
 
Echo Mountain is celebration of finding your own path and becoming your truest self. Lauren Wolk, the Newbery Honor– and Scott O'Dell Award–winning author of Wolf Hollow and Beyond the Bright Sea weaves a stunning tale of resilience, persistence, and friendship across three generations of families, set against the rough and ragged beauty of the mountain they all call home.",https://www.amazon.com/Echo-Mountain-Lauren-Wolk/dp/0525555560/ref=lp_5522569011_1_8?s=books&ie=UTF8&qid=1605122987&sr=1-8
40,Children's books,,Children's eBooks,The Oldest Student: How Mary Walker Learned to Read,Rita Lorraine Hubbard,5.0,240,10.99,0.0,0.0,0.0,0,0.0,20200107,57922,Schwartz & Wade,Not Enabled,40,English,B07T2VQ5GV,Not enabled,Not Enabled,Not Enabled,Not Enabled,,,"Imagine learning to read at the age of 116! Discover the true story of Mary Walker, the nation's oldest student who did just that, in this picture book from a Caldecott Honor-winning illustrator and a rising star author.

In 1848, Mary Walker was born into slavery. At age 15, she was freed, and by age 20, she was married and had her first child. By age 68, she had worked numerous jobs, including cooking, cleaning, babysitting, and selling sandwiches to raise money for her church. At 114, she was the last remaining member of her family. And at 116, she learned to read. From Rita Lorraine Hubbard and rising star Oge More comes the inspirational story of Mary Walker, a woman whose long life spanned from the Civil War to the Civil Rights Movement, and who--with perseverance and dedication--proved that you're never too old to learn.",https://www.amazon.com/Oldest-Student-Mary-Walker-Learned/dp/1524768286/ref=lp_5522569011_1_9?s=books&ie=UTF8&qid=1605122987&sr=1-9
41,Children's books,,Children's eBooks,The List of Things That Will Not Change,Rebecca Stead,4.6,199,9.99,0.0,12.02,7.99,0,0.0,20200407,3518,Wendy Lamb Books,Enabled,220,English,B07TY7PVCV,Enabled,Enabled,Enabled,Not Enabled,,,"EIGHT STARRED REVIEWS! The reassuring book kids and families need right now.

""An absolute original . . . a story that kids will love."" --R. J. Palacio, bestselling author of Wonder

At a time when everything is changing for Bea and her family, the important things will always stay the same. A soon-to-be classic by the Newbery Award-winning author of When You Reach Me.

After her parents' divorce, Bea's life became different in many ways. But she can always look back at the list she keeps in her green notebook to remember the things that will stay the same. The first and most important: Mom and Dad will always love Bea, and each other.

When Dad tells Bea that he and his boyfriend, Jesse, are getting married, Bea is thrilled. Bea loves Jesse, and when he and Dad get married, she'll finally (finally!) have what she's always wanted--a sister. Even though she's never met Jesse's daughter, Sonia, Bea is sure that they'll be ""just like sisters anywhere.""

As the wedding day approaches, Bea will learn that making a new family brings questions, surprises, and joy, and readers will discover why the New York Times called Rebecca Stead a ""writer of great feeling.""

""An undeniably beautiful book."" --The New York Times

""No author writing today observes young lives with more clarity, tenderness, and grace."" --Newbery Medalist Katherine Applegate, author of The One and Only Ivan

""Stead truly understands the inner life of kids."" --Newbery Medalist Erin Entrada Kelly, author of Hello, Universe and You Go First",https://www.amazon.com/List-Things-That-Will-Change/dp/1101938099/ref=lp_5522569011_1_10?s=books&ie=UTF8&qid=1605122987&sr=1-10
42,Children's books,,Children's eBooks,City Spies,James Ponti,4.7,451,10.99,0.0,13.99,0.0,0,0.0,20200310,5266,Aladdin,Enabled,382,English,B07TD6DZTC,Enabled,Enabled,Not Enabled,Not Enabled,,,"A New York Times bestseller!
A GMA3 Summer Reading Squad Selection!
“Ingeniously plotted, and a grin-inducing delight.” —People
“Will keep young readers glued to the page…So when do I get the sequel?” —Beth McMullen, author of Mrs. Smith’s Spy School for Girls

In this thrilling new series that Stuart Gibbs called “a must-read,” Edgar Award winner James Ponti brings together five kids from all over the world and transforms them into real-life spies—perfect for fans of Spy School and Mrs. Smith’s Spy School for Girls.

Sara Martinez is a hacker. She recently broke into the New York City foster care system to expose her foster parents as cheats and lawbreakers. However, instead of being hailed as a hero, Sara finds herself facing years in a juvenile detention facility and banned from using computers for the same stretch of time. Enter Mother, a British spy who not only gets Sara released from jail but also offers her a chance to make a home for herself within a secret MI6 agency.

Operating out of a base in Scotland, the City Spies are five kids from various parts of the world. When they’re not attending the local boarding school, they’re honing their unique skills, such as sleight of hand, breaking and entering, observation, and explosives. All of these allow them to go places in the world of espionage where adults can’t.

Before she knows what she’s doing, Sara is heading to Paris for an international youth summit, hacking into a rival school’s computer to prevent them from winning a million euros, dangling thirty feet off the side of a building, and trying to stop a villain…all while navigating the complex dynamics of her new team.

No one said saving the world was easy…",https://www.amazon.com/City-Spies-1-James-Ponti/dp/1534414916/ref=lp_5522569011_1_11?s=books&ie=UTF8&qid=1605122987&sr=1-11
